experiment_id,method,policy_id,predicted_policy,retrieval_score,decision_date,policy_accuracy,allocation_l1_to_reference,projected_weights,reference_weights,task_id
nl_baseline,tfidf,P6,P6,0.17823350988662123,2011-03-04,1,0.0,"{""SPY"":0.0762241481,""QQQ"":0.0729915675,""IWM"":0.0460829753,""DIA"":0.0945044388,""EFA"":0.0403048258,""EEM"":0.0208601939,""VEA"":0.0106043249,""VWO"":0.0224051169,""AGG"":0.0209728465,""BND"":0.0210282029,""SHY"":0.0399654303,""IEF"":0.0063329468,""TLT"":0.0006049325,""TIP"":0.0170672958,""LQD"":0.0168142455,""HYG"":0.0465490554,""GLD"":0.0664171517,""SLV"":0.2059359687,""DBC"":0.0824326499,""VNQ"":0.0441522567,""UUP"":0.0008570592,""BIL"":0.0468923668}","{""SPY"":0.0762241481,""QQQ"":0.0729915675,""IWM"":0.0460829753,""DIA"":0.0945044388,""EFA"":0.0403048258,""EEM"":0.0208601939,""VEA"":0.0106043249,""VWO"":0.0224051169,""AGG"":0.0209728465,""BND"":0.0210282029,""SHY"":0.0399654303,""IEF"":0.0063329468,""TLT"":0.0006049325,""TIP"":0.0170672958,""LQD"":0.0168142455,""HYG"":0.0465490554,""GLD"":0.0664171517,""SLV"":0.2059359687,""DBC"":0.0824326499,""VNQ"":0.0441522567,""UUP"":0.0008570592,""BIL"":0.0468923668}",ec97ab45354f3dccf656e2ba
nl_baseline,rule,P1,P1,1.0,2011-05-04,1,0.0,"{""SPY"":0.019047619,""QQQ"":0.019047619,""IWM"":0.019047619,""DIA"":0.019047619,""EFA"":0.019047619,""EEM"":0.019047619,""VEA"":0.019047619,""VWO"":0.019047619,""AGG"":0.019047619,""BND"":0.019047619,""SHY"":0.019047619,""IEF"":0.019047619,""TLT"":0.019047619,""TIP"":0.019047619,""LQD"":0.019047619,""HYG"":0.019047619,""GLD"":0.019047619,""SLV"":0.6,""DBC"":0.019047619,""VNQ"":0.019047619,""UUP"":0.019047619,""BIL"":0.019047619}","{""SPY"":0.019047619,""QQQ"":0.019047619,""IWM"":0.019047619,""DIA"":0.019047619,""EFA"":0.019047619,""EEM"":0.019047619,""VEA"":0.019047619,""VWO"":0.019047619,""AGG"":0.019047619,""BND"":0.019047619,""SHY"":0.019047619,""IEF"":0.019047619,""TLT"":0.019047619,""TIP"":0.019047619,""LQD"":0.019047619,""HYG"":0.019047619,""GLD"":0.019047619,""SLV"":0.6,""DBC"":0.019047619,""VNQ"":0.019047619,""UUP"":0.019047619,""BIL"":0.019047619}",745bb92463f2da43a089fe3f
nl_baseline,tfidf,P1,P1,0.09272911026017053,2011-05-04,1,0.0,"{""SPY"":0.019047619,""QQQ"":0.019047619,""IWM"":0.019047619,""DIA"":0.019047619,""EFA"":0.019047619,""EEM"":0.019047619,""VEA"":0.019047619,""VWO"":0.019047619,""AGG"":0.019047619,""BND"":0.019047619,""SHY"":0.019047619,""IEF"":0.019047619,""TLT"":0.019047619,""TIP"":0.019047619,""LQD"":0.019047619,""HYG"":0.019047619,""GLD"":0.019047619,""SLV"":0.6,""DBC"":0.019047619,""VNQ"":0.019047619,""UUP"":0.019047619,""BIL"":0.019047619}","{""SPY"":0.019047619,""QQQ"":0.019047619,""IWM"":0.019047619,""DIA"":0.019047619,""EFA"":0.019047619,""EEM"":0.019047619,""VEA"":0.019047619,""VWO"":0.019047619,""AGG"":0.019047619,""BND"":0.019047619,""SHY"":0.019047619,""IEF"":0.019047619,""TLT"":0.019047619,""TIP"":0.019047619,""LQD"":0.019047619,""HYG"":0.019047619,""GLD"":0.019047619,""SLV"":0.6,""DBC"":0.019047619,""VNQ"":0.019047619,""UUP"":0.019047619,""BIL"":0.019047619}",2ef1433ad69d026b89cf24db
nl_baseline,rule,P2,P2,1.0,2011-05-04,1,0.0,"{""SPY"":0.019047619,""QQQ"":0.019047619,""IWM"":0.019047619,""DIA"":0.019047619,""EFA"":0.019047619,""EEM"":0.019047619,""VEA"":0.019047619,""VWO"":0.019047619,""AGG"":0.019047619,""BND"":0.019047619,""SHY"":0.019047619,""IEF"":0.019047619,""TLT"":0.019047619,""TIP"":0.019047619,""LQD"":0.019047619,""HYG"":0.019047619,""GLD"":0.019047619,""SLV"":0.019047619,""DBC"":0.019047619,""VNQ"":0.019047619,""UUP"":0.019047619,""BIL"":0.6}","{""SPY"":0.019047619,""QQQ"":0.019047619,""IWM"":0.019047619,""DIA"":0.019047619,""EFA"":0.019047619,""EEM"":0.019047619,""VEA"":0.019047619,""VWO"":0.019047619,""AGG"":0.019047619,""BND"":0.019047619,""SHY"":0.019047619,""IEF"":0.019047619,""TLT"":0.019047619,""TIP"":0.019047619,""LQD"":0.019047619,""HYG"":0.019047619,""GLD"":0.019047619,""SLV"":0.019047619,""DBC"":0.019047619,""VNQ"":0.019047619,""UUP"":0.019047619,""BIL"":0.6}",3a40d951eb3dc8dbcb9ea13a
nl_baseline,tfidf,P2,P2,0.09977298455538249,2011-05-04,1,0.0,"{""SPY"":0.019047619,""QQQ"":0.019047619,""IWM"":0.019047619,""DIA"":0.019047619,""EFA"":0.019047619,""EEM"":0.019047619,""VEA"":0.019047619,""VWO"":0.019047619,""AGG"":0.019047619,""BND"":0.019047619,""SHY"":0.019047619,""IEF"":0.019047619,""TLT"":0.019047619,""TIP"":0.019047619,""LQD"":0.019047619,""HYG"":0.019047619,""GLD"":0.019047619,""SLV"":0.019047619,""DBC"":0.019047619,""VNQ"":0.019047619,""UUP"":0.019047619,""BIL"":0.6}","{""SPY"":0.019047619,""QQQ"":0.019047619,""IWM"":0.019047619,""DIA"":0.019047619,""EFA"":0.019047619,""EEM"":0.019047619,""VEA"":0.019047619,""VWO"":0.019047619,""AGG"":0.019047619,""BND"":0.019047619,""SHY"":0.019047619,""IEF"":0.019047619,""TLT"":0.019047619,""TIP"":0.019047619,""LQD"":0.019047619,""HYG"":0.019047619,""GLD"":0.019047619,""SLV"":0.019047619,""DBC"":0.019047619,""VNQ"":0.019047619,""UUP"":0.019047619,""BIL"":0.6}",f509499192c57e7606996f46
nl_baseline,rule,P3,P3,1.0,2011-05-04,1,0.0,"{""SPY"":0.019047619,""QQQ"":0.019047619,""IWM"":0.019047619,""DIA"":0.019047619,""EFA"":0.019047619,""EEM"":0.019047619,""VEA"":0.019047619,""VWO"":0.019047619,""AGG"":0.019047619,""BND"":0.019047619,""SHY"":0.019047619,""IEF"":0.019047619,""TLT"":0.019047619,""TIP"":0.019047619,""LQD"":0.019047619,""HYG"":0.019047619,""GLD"":0.019047619,""SLV"":0.019047619,""DBC"":0.019047619,""VNQ"":0.019047619,""UUP"":0.6,""BIL"":0.019047619}","{""SPY"":0.019047619,""QQQ"":0.019047619,""IWM"":0.019047619,""DIA"":0.019047619,""EFA"":0.019047619,""EEM"":0.019047619,""VEA"":0.019047619,""VWO"":0.019047619,""AGG"":0.019047619,""BND"":0.019047619,""SHY"":0.019047619,""IEF"":0.019047619,""TLT"":0.019047619,""TIP"":0.019047619,""LQD"":0.019047619,""HYG"":0.019047619,""GLD"":0.019047619,""SLV"":0.019047619,""DBC"":0.019047619,""VNQ"":0.019047619,""UUP"":0.6,""BIL"":0.019047619}",5c7c280d68e86f22658dcdc4
nl_baseline,tfidf,P3,P3,0.10306444828113322,2011-05-04,1,0.0,"{""SPY"":0.019047619,""QQQ"":0.019047619,""IWM"":0.019047619,""DIA"":0.019047619,""EFA"":0.019047619,""EEM"":0.019047619,""VEA"":0.019047619,""VWO"":0.019047619,""AGG"":0.019047619,""BND"":0.019047619,""SHY"":0.019047619,""IEF"":0.019047619,""TLT"":0.019047619,""TIP"":0.019047619,""LQD"":0.019047619,""HYG"":0.019047619,""GLD"":0.019047619,""SLV"":0.019047619,""DBC"":0.019047619,""VNQ"":0.019047619,""UUP"":0.6,""BIL"":0.019047619}","{""SPY"":0.019047619,""QQQ"":0.019047619,""IWM"":0.019047619,""DIA"":0.019047619,""EFA"":0.019047619,""EEM"":0.019047619,""VEA"":0.019047619,""VWO"":0.019047619,""AGG"":0.019047619,""BND"":0.019047619,""SHY"":0.019047619,""IEF"":0.019047619,""TLT"":0.019047619,""TIP"":0.019047619,""LQD"":0.019047619,""HYG"":0.019047619,""GLD"":0.019047619,""SLV"":0.019047619,""DBC"":0.019047619,""VNQ"":0.019047619,""UUP"":0.6,""BIL"":0.019047619}",2608debaa0c91343bc74b014
nl_baseline,rule,P4,P4,1.0,2011-05-04,1,0.0,"{""SPY"":0.0454545455,""QQQ"":0.0454545455,""IWM"":0.0454545455,""DIA"":0.0454545455,""EFA"":0.0454545455,""EEM"":0.0454545455,""VEA"":0.0454545455,""VWO"":0.0454545455,""AGG"":0.0454545455,""BND"":0.0454545455,""SHY"":0.0454545455,""IEF"":0.0454545455,""TLT"":0.0454545455,""TIP"":0.0454545455,""LQD"":0.0454545455,""HYG"":0.0454545455,""GLD"":0.0454545455,""SLV"":0.0454545455,""DBC"":0.0454545455,""VNQ"":0.0454545455,""UUP"":0.0454545455,""BIL"":0.0454545455}","{""SPY"":0.0454545455,""QQQ"":0.0454545455,""IWM"":0.0454545455,""DIA"":0.0454545455,""EFA"":0.0454545455,""EEM"":0.0454545455,""VEA"":0.0454545455,""VWO"":0.0454545455,""AGG"":0.0454545455,""BND"":0.0454545455,""SHY"":0.0454545455,""IEF"":0.0454545455,""TLT"":0.0454545455,""TIP"":0.0454545455,""LQD"":0.0454545455,""HYG"":0.0454545455,""GLD"":0.0454545455,""SLV"":0.0454545455,""DBC"":0.0454545455,""VNQ"":0.0454545455,""UUP"":0.0454545455,""BIL"":0.0454545455}",15f6e912896db21c19dec438
nl_baseline,tfidf,P4,P4,0.1676960851005751,2011-05-04,1,0.0,"{""SPY"":0.0454545455,""QQQ"":0.0454545455,""IWM"":0.0454545455,""DIA"":0.0454545455,""EFA"":0.0454545455,""EEM"":0.0454545455,""VEA"":0.0454545455,""VWO"":0.0454545455,""AGG"":0.0454545455,""BND"":0.0454545455,""SHY"":0.0454545455,""IEF"":0.0454545455,""TLT"":0.0454545455,""TIP"":0.0454545455,""LQD"":0.0454545455,""HYG"":0.0454545455,""GLD"":0.0454545455,""SLV"":0.0454545455,""DBC"":0.0454545455,""VNQ"":0.0454545455,""UUP"":0.0454545455,""BIL"":0.0454545455}","{""SPY"":0.0454545455,""QQQ"":0.0454545455,""IWM"":0.0454545455,""DIA"":0.0454545455,""EFA"":0.0454545455,""EEM"":0.0454545455,""VEA"":0.0454545455,""VWO"":0.0454545455,""AGG"":0.0454545455,""BND"":0.0454545455,""SHY"":0.0454545455,""IEF"":0.0454545455,""TLT"":0.0454545455,""TIP"":0.0454545455,""LQD"":0.0454545455,""HYG"":0.0454545455,""GLD"":0.0454545455,""SLV"":0.0454545455,""DBC"":0.0454545455,""VNQ"":0.0454545455,""UUP"":0.0454545455,""BIL"":0.0454545455}",ed49531fbd9c620552b72f18
nl_baseline,rule,P5,P5,1.0,2011-05-04,1,0.0,"{""SPY"":0.0201933908,""QQQ"":0.0336073805,""IWM"":1.301042607e-17,""DIA"":0.0473498019,""EFA"":0.0387911877,""EEM"":1.301042607e-17,""VEA"":0.0384151054,""VWO"":1.301042607e-17,""AGG"":0.1036046994,""BND"":0.0987638015,""SHY"":0.0837276824,""IEF"":0.0623448839,""TLT"":0.0514193047,""TIP"":0.0799092454,""LQD"":0.097761289,""HYG"":0.0428041811,""GLD"":0.0960425047,""SLV"":0.0096017304,""DBC"":1.301042607e-17,""VNQ"":0.0595554889,""UUP"":1.301042607e-17,""BIL"":0.0361083223}","{""SPY"":0.0201933908,""QQQ"":0.0336073805,""IWM"":1.301042607e-17,""DIA"":0.0473498019,""EFA"":0.0387911877,""EEM"":1.301042607e-17,""VEA"":0.0384151054,""VWO"":1.301042607e-17,""AGG"":0.1036046994,""BND"":0.0987638015,""SHY"":0.0837276824,""IEF"":0.0623448839,""TLT"":0.0514193047,""TIP"":0.0799092454,""LQD"":0.097761289,""HYG"":0.0428041811,""GLD"":0.0960425047,""SLV"":0.0096017304,""DBC"":1.301042607e-17,""VNQ"":0.0595554889,""UUP"":1.301042607e-17,""BIL"":0.0361083223}",c34a493b07f04693a50e95a0
nl_baseline,tfidf,P5,P5,0.23868052189612618,2011-05-04,1,0.0,"{""SPY"":0.0201933908,""QQQ"":0.0336073805,""IWM"":1.301042607e-17,""DIA"":0.0473498019,""EFA"":0.0387911877,""EEM"":1.301042607e-17,""VEA"":0.0384151054,""VWO"":1.301042607e-17,""AGG"":0.1036046994,""BND"":0.0987638015,""SHY"":0.0837276824,""IEF"":0.0623448839,""TLT"":0.0514193047,""TIP"":0.0799092454,""LQD"":0.097761289,""HYG"":0.0428041811,""GLD"":0.0960425047,""SLV"":0.0096017304,""DBC"":1.301042607e-17,""VNQ"":0.0595554889,""UUP"":1.301042607e-17,""BIL"":0.0361083223}","{""SPY"":0.0201933908,""QQQ"":0.0336073805,""IWM"":1.301042607e-17,""DIA"":0.0473498019,""EFA"":0.0387911877,""EEM"":1.301042607e-17,""VEA"":0.0384151054,""VWO"":1.301042607e-17,""AGG"":0.1036046994,""BND"":0.0987638015,""SHY"":0.0837276824,""IEF"":0.0623448839,""TLT"":0.0514193047,""TIP"":0.0799092454,""LQD"":0.097761289,""HYG"":0.0428041811,""GLD"":0.0960425047,""SLV"":0.0096017304,""DBC"":1.301042607e-17,""VNQ"":0.0595554889,""UUP"":1.301042607e-17,""BIL"":0.0361083223}",1198e869828951a0a4f3904c
nl_baseline,rule,P6,P6,1.0,2011-05-04,1,0.0,"{""SPY"":0.0221386531,""QQQ"":0.0805484767,""IWM"":0.0386237215,""DIA"":0.0992043859,""EFA"":0.0512629454,""EEM"":0.0312354315,""VEA"":0.0504181962,""VWO"":0.0341452244,""AGG"":0.0431818338,""BND"":0.0427289325,""SHY"":0.0479260881,""IEF"":0.0207677741,""TLT"":0.0045869819,""TIP"":0.0383291699,""LQD"":0.042865623,""HYG"":0.0525842105,""GLD"":0.1003210529,""SLV"":0.024480772,""DBC"":0.0588621323,""VNQ"":0.0641443891,""UUP"":0.0012966395,""BIL"":0.0503473656}","{""SPY"":0.0221386531,""QQQ"":0.0805484767,""IWM"":0.0386237215,""DIA"":0.0992043859,""EFA"":0.0512629454,""EEM"":0.0312354315,""VEA"":0.0504181962,""VWO"":0.0341452244,""AGG"":0.0431818338,""BND"":0.0427289325,""SHY"":0.0479260881,""IEF"":0.0207677741,""TLT"":0.0045869819,""TIP"":0.0383291699,""LQD"":0.042865623,""HYG"":0.0525842105,""GLD"":0.1003210529,""SLV"":0.024480772,""DBC"":0.0588621323,""VNQ"":0.0641443891,""UUP"":0.0012966395,""BIL"":0.0503473656}",a101a5f5f5917bced8add4f8
nl_baseline,tfidf,P6,P6,0.17823350988662123,2011-05-04,1,0.0,"{""SPY"":0.0221386531,""QQQ"":0.0805484767,""IWM"":0.0386237215,""DIA"":0.0992043859,""EFA"":0.0512629454,""EEM"":0.0312354315,""VEA"":0.0504181962,""VWO"":0.0341452244,""AGG"":0.0431818338,""BND"":0.0427289325,""SHY"":0.0479260881,""IEF"":0.0207677741,""TLT"":0.0045869819,""TIP"":0.0383291699,""LQD"":0.042865623,""HYG"":0.0525842105,""GLD"":0.1003210529,""SLV"":0.024480772,""DBC"":0.0588621323,""VNQ"":0.0641443891,""UUP"":0.0012966395,""BIL"":0.0503473656}","{""SPY"":0.0221386531,""QQQ"":0.0805484767,""IWM"":0.0386237215,""DIA"":0.0992043859,""EFA"":0.0512629454,""EEM"":0.0312354315,""VEA"":0.0504181962,""VWO"":0.0341452244,""AGG"":0.0431818338,""BND"":0.0427289325,""SHY"":0.0479260881,""IEF"":0.0207677741,""TLT"":0.0045869819,""TIP"":0.0383291699,""LQD"":0.042865623,""HYG"":0.0525842105,""GLD"":0.1003210529,""SLV"":0.024480772,""DBC"":0.0588621323,""VNQ"":0.0641443891,""UUP"":0.0012966395,""BIL"":0.0503473656}",6a6c881a5871c01035596b72
nl_baseline,rule,P1,P1,1.0,2011-07-05,1,0.0,"{""SPY"":0.019047619,""QQQ"":0.019047619,""IWM"":0.019047619,""DIA"":0.019047619,""EFA"":0.019047619,""EEM"":0.019047619,""VEA"":0.019047619,""VWO"":0.019047619,""AGG"":0.019047619,""BND"":0.019047619,""SHY"":0.019047619,""IEF"":0.019047619,""TLT"":0.019047619,""TIP"":0.019047619,""LQD"":0.019047619,""HYG"":0.019047619,""GLD"":0.019047619,""SLV"":0.6,""DBC"":0.019047619,""VNQ"":0.019047619,""UUP"":0.019047619,""BIL"":0.019047619}","{""SPY"":0.019047619,""QQQ"":0.019047619,""IWM"":0.019047619,""DIA"":0.019047619,""EFA"":0.019047619,""EEM"":0.019047619,""VEA"":0.019047619,""VWO"":0.019047619,""AGG"":0.019047619,""BND"":0.019047619,""SHY"":0.019047619,""IEF"":0.019047619,""TLT"":0.019047619,""TIP"":0.019047619,""LQD"":0.019047619,""HYG"":0.019047619,""GLD"":0.019047619,""SLV"":0.6,""DBC"":0.019047619,""VNQ"":0.019047619,""UUP"":0.019047619,""BIL"":0.019047619}",f5ee38ed8fab8e1144fbf59d
nl_baseline,tfidf,P1,P1,0.09272911026017053,2011-07-05,1,0.0,"{""SPY"":0.019047619,""QQQ"":0.019047619,""IWM"":0.019047619,""DIA"":0.019047619,""EFA"":0.019047619,""EEM"":0.019047619,""VEA"":0.019047619,""VWO"":0.019047619,""AGG"":0.019047619,""BND"":0.019047619,""SHY"":0.019047619,""IEF"":0.019047619,""TLT"":0.019047619,""TIP"":0.019047619,""LQD"":0.019047619,""HYG"":0.019047619,""GLD"":0.019047619,""SLV"":0.6,""DBC"":0.019047619,""VNQ"":0.019047619,""UUP"":0.019047619,""BIL"":0.019047619}","{""SPY"":0.019047619,""QQQ"":0.019047619,""IWM"":0.019047619,""DIA"":0.019047619,""EFA"":0.019047619,""EEM"":0.019047619,""VEA"":0.019047619,""VWO"":0.019047619,""AGG"":0.019047619,""BND"":0.019047619,""SHY"":0.019047619,""IEF"":0.019047619,""TLT"":0.019047619,""TIP"":0.019047619,""LQD"":0.019047619,""HYG"":0.019047619,""GLD"":0.019047619,""SLV"":0.6,""DBC"":0.019047619,""VNQ"":0.019047619,""UUP"":0.019047619,""BIL"":0.019047619}",1e1ca332dd12052167c56abf
nl_baseline,rule,P2,P2,1.0,2011-07-05,1,0.0,"{""SPY"":0.019047619,""QQQ"":0.019047619,""IWM"":0.019047619,""DIA"":0.019047619,""EFA"":0.019047619,""EEM"":0.019047619,""VEA"":0.019047619,""VWO"":0.019047619,""AGG"":0.019047619,""BND"":0.019047619,""SHY"":0.019047619,""IEF"":0.019047619,""TLT"":0.019047619,""TIP"":0.019047619,""LQD"":0.019047619,""HYG"":0.019047619,""GLD"":0.019047619,""SLV"":0.019047619,""DBC"":0.019047619,""VNQ"":0.019047619,""UUP"":0.019047619,""BIL"":0.6}","{""SPY"":0.019047619,""QQQ"":0.019047619,""IWM"":0.019047619,""DIA"":0.019047619,""EFA"":0.019047619,""EEM"":0.019047619,""VEA"":0.019047619,""VWO"":0.019047619,""AGG"":0.019047619,""BND"":0.019047619,""SHY"":0.019047619,""IEF"":0.019047619,""TLT"":0.019047619,""TIP"":0.019047619,""LQD"":0.019047619,""HYG"":0.019047619,""GLD"":0.019047619,""SLV"":0.019047619,""DBC"":0.019047619,""VNQ"":0.019047619,""UUP"":0.019047619,""BIL"":0.6}",83a638cd3a32eed168f9efcd
nl_baseline,tfidf,P2,P2,0.09977298455538249,2011-07-05,1,0.0,"{""SPY"":0.019047619,""QQQ"":0.019047619,""IWM"":0.019047619,""DIA"":0.019047619,""EFA"":0.019047619,""EEM"":0.019047619,""VEA"":0.019047619,""VWO"":0.019047619,""AGG"":0.019047619,""BND"":0.019047619,""SHY"":0.019047619,""IEF"":0.019047619,""TLT"":0.019047619,""TIP"":0.019047619,""LQD"":0.019047619,""HYG"":0.019047619,""GLD"":0.019047619,""SLV"":0.019047619,""DBC"":0.019047619,""VNQ"":0.019047619,""UUP"":0.019047619,""BIL"":0.6}","{""SPY"":0.019047619,""QQQ"":0.019047619,""IWM"":0.019047619,""DIA"":0.019047619,""EFA"":0.019047619,""EEM"":0.019047619,""VEA"":0.019047619,""VWO"":0.019047619,""AGG"":0.019047619,""BND"":0.019047619,""SHY"":0.019047619,""IEF"":0.019047619,""TLT"":0.019047619,""TIP"":0.019047619,""LQD"":0.019047619,""HYG"":0.019047619,""GLD"":0.019047619,""SLV"":0.019047619,""DBC"":0.019047619,""VNQ"":0.019047619,""UUP"":0.019047619,""BIL"":0.6}",32a3ce0aaaae5b1f42aa2307
nl_baseline,rule,P3,P3,1.0,2011-07-05,1,0.0,"{""SPY"":0.019047619,""QQQ"":0.019047619,""IWM"":0.019047619,""DIA"":0.019047619,""EFA"":0.019047619,""EEM"":0.019047619,""VEA"":0.019047619,""VWO"":0.019047619,""AGG"":0.019047619,""BND"":0.019047619,""SHY"":0.019047619,""IEF"":0.019047619,""TLT"":0.019047619,""TIP"":0.019047619,""LQD"":0.019047619,""HYG"":0.019047619,""GLD"":0.019047619,""SLV"":0.6,""DBC"":0.019047619,""VNQ"":0.019047619,""UUP"":0.019047619,""BIL"":0.019047619}","{""SPY"":0.019047619,""QQQ"":0.019047619,""IWM"":0.019047619,""DIA"":0.019047619,""EFA"":0.019047619,""EEM"":0.019047619,""VEA"":0.019047619,""VWO"":0.019047619,""AGG"":0.019047619,""BND"":0.019047619,""SHY"":0.019047619,""IEF"":0.019047619,""TLT"":0.019047619,""TIP"":0.019047619,""LQD"":0.019047619,""HYG"":0.019047619,""GLD"":0.019047619,""SLV"":0.6,""DBC"":0.019047619,""VNQ"":0.019047619,""UUP"":0.019047619,""BIL"":0.019047619}",6d7711dd3d721a3067b64b5a
nl_baseline,tfidf,P3,P3,0.10306444828113322,2011-07-05,1,0.0,"{""SPY"":0.019047619,""QQQ"":0.019047619,""IWM"":0.019047619,""DIA"":0.019047619,""EFA"":0.019047619,""EEM"":0.019047619,""VEA"":0.019047619,""VWO"":0.019047619,""AGG"":0.019047619,""BND"":0.019047619,""SHY"":0.019047619,""IEF"":0.019047619,""TLT"":0.019047619,""TIP"":0.019047619,""LQD"":0.019047619,""HYG"":0.019047619,""GLD"":0.019047619,""SLV"":0.6,""DBC"":0.019047619,""VNQ"":0.019047619,""UUP"":0.019047619,""BIL"":0.019047619}","{""SPY"":0.019047619,""QQQ"":0.019047619,""IWM"":0.019047619,""DIA"":0.019047619,""EFA"":0.019047619,""EEM"":0.019047619,""VEA"":0.019047619,""VWO"":0.019047619,""AGG"":0.019047619,""BND"":0.019047619,""SHY"":0.019047619,""IEF"":0.019047619,""TLT"":0.019047619,""TIP"":0.019047619,""LQD"":0.019047619,""HYG"":0.019047619,""GLD"":0.019047619,""SLV"":0.6,""DBC"":0.019047619,""VNQ"":0.019047619,""UUP"":0.019047619,""BIL"":0.019047619}",47e78ec70ad1c74f73005edc
nl_baseline,rule,P4,P4,1.0,2011-07-05,1,0.0,"{""SPY"":0.0454545455,""QQQ"":0.0454545455,""IWM"":0.0454545455,""DIA"":0.0454545455,""EFA"":0.0454545455,""EEM"":0.0454545455,""VEA"":0.0454545455,""VWO"":0.0454545455,""AGG"":0.0454545455,""BND"":0.0454545455,""SHY"":0.0454545455,""IEF"":0.0454545455,""TLT"":0.0454545455,""TIP"":0.0454545455,""LQD"":0.0454545455,""HYG"":0.0454545455,""GLD"":0.0454545455,""SLV"":0.0454545455,""DBC"":0.0454545455,""VNQ"":0.0454545455,""UUP"":0.0454545455,""BIL"":0.0454545455}","{""SPY"":0.0454545455,""QQQ"":0.0454545455,""IWM"":0.0454545455,""DIA"":0.0454545455,""EFA"":0.0454545455,""EEM"":0.0454545455,""VEA"":0.0454545455,""VWO"":0.0454545455,""AGG"":0.0454545455,""BND"":0.0454545455,""SHY"":0.0454545455,""IEF"":0.0454545455,""TLT"":0.0454545455,""TIP"":0.0454545455,""LQD"":0.0454545455,""HYG"":0.0454545455,""GLD"":0.0454545455,""SLV"":0.0454545455,""DBC"":0.0454545455,""VNQ"":0.0454545455,""UUP"":0.0454545455,""BIL"":0.0454545455}",271ee7a0b43cee7cd4c01631
nl_baseline,tfidf,P4,P4,0.1676960851005751,2011-07-05,1,0.0,"{""SPY"":0.0454545455,""QQQ"":0.0454545455,""IWM"":0.0454545455,""DIA"":0.0454545455,""EFA"":0.0454545455,""EEM"":0.0454545455,""VEA"":0.0454545455,""VWO"":0.0454545455,""AGG"":0.0454545455,""BND"":0.0454545455,""SHY"":0.0454545455,""IEF"":0.0454545455,""TLT"":0.0454545455,""TIP"":0.0454545455,""LQD"":0.0454545455,""HYG"":0.0454545455,""GLD"":0.0454545455,""SLV"":0.0454545455,""DBC"":0.0454545455,""VNQ"":0.0454545455,""UUP"":0.0454545455,""BIL"":0.0454545455}","{""SPY"":0.0454545455,""QQQ"":0.0454545455,""IWM"":0.0454545455,""DIA"":0.0454545455,""EFA"":0.0454545455,""EEM"":0.0454545455,""VEA"":0.0454545455,""VWO"":0.0454545455,""AGG"":0.0454545455,""BND"":0.0454545455,""SHY"":0.0454545455,""IEF"":0.0454545455,""TLT"":0.0454545455,""TIP"":0.0454545455,""LQD"":0.0454545455,""HYG"":0.0454545455,""GLD"":0.0454545455,""SLV"":0.0454545455,""DBC"":0.0454545455,""VNQ"":0.0454545455,""UUP"":0.0454545455,""BIL"":0.0454545455}",a8f6f03a886ff8ee44027363
nl_baseline,rule,P5,P5,1.0,2011-07-05,1,0.0,"{""SPY"":0.1355945204,""QQQ"":0.1279001543,""IWM"":0.1273279109,""DIA"":0.1655266149,""EFA"":0.0322405758,""EEM"":0.0455390226,""VEA"":0.0247902188,""VWO"":0.0335696346,""AGG"":5.204170428e-18,""BND"":5.204170428e-18,""SHY"":0.0198444226,""IEF"":5.204170428e-18,""TLT"":5.204170428e-18,""TIP"":0.0594337133,""LQD"":5.204170428e-18,""HYG"":0.0892396271,""GLD"":5.204170428e-18,""SLV"":5.204170428e-18,""DBC"":5.204170428e-18,""VNQ"":0.081408308,""UUP"":0.0575852768,""BIL"":5.204170428e-18}","{""SPY"":0.1355945204,""QQQ"":0.1279001543,""IWM"":0.1273279109,""DIA"":0.1655266149,""EFA"":0.0322405758,""EEM"":0.0455390226,""VEA"":0.0247902188,""VWO"":0.0335696346,""AGG"":5.204170428e-18,""BND"":5.204170428e-18,""SHY"":0.0198444226,""IEF"":5.204170428e-18,""TLT"":5.204170428e-18,""TIP"":0.0594337133,""LQD"":5.204170428e-18,""HYG"":0.0892396271,""GLD"":5.204170428e-18,""SLV"":5.204170428e-18,""DBC"":5.204170428e-18,""VNQ"":0.081408308,""UUP"":0.0575852768,""BIL"":5.204170428e-18}",8906598466e3e874912e92fb
